	id	funatsu_lab_id1	funatsu_lab_id2	core	sub1	sub2	pot1	pot2	dpot	class	core_id
3666	1370581-1370595	1370581	1370595	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(C)C	[R1]Cc1ccc(cc1)F	5.12	5.19	0.07000000000000027	-1	158.0
3667	1370583-1370584	1370584	1370583	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)OCC	[R1]OC	[R1]CC(C)C	6.68	7.35	0.6699999999999999	-1	4.0
3668	1370586-1370588	1370588	1370586	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(CC)CCCC	[R1]C	4.47	5.43	0.96	-1	155.0
3669	1370586-1370589	1370586	1370589	[R1]Nc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]CC	[R1]C1CC1	5.43	6.22	0.79	-1	158.0
3670	1370586-1370591	1370591	1370586	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C1CCCCC1	[R1]C	4.47	5.43	0.96	-1	155.0
3671	1370586-1370592	1370586	1370592	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C	[R1]c1ccccc1	5.43	5.44	0.010000000000000677	-1	155.0
3672	1370586-1370593	1370586	1370593	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C	[R1]c1ccc(cc1)C	5.43	5.92	0.4900000000000002	-1	155.0
3673	1370586-1370594	1370594	1370586	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]c1ccc(cc1)OC	[R1]C	4.91	5.43	0.5199999999999996	-1	155.0
3674	1370586-1370595	1370595	1370586	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]c1ccc(cc1)F	[R1]C	5.19	5.43	0.2399999999999993	-1	155.0
3675	1370587-1370588	1370588	1370587	[R1]CNc1ncc(c2n1nc(n2)c3ccco3)C(=O)O	[R1]C(CC)CCCC	[R1]CCCC	4.47	4.57	0.10000000000000052	-1	155.0
